hr,workingday,yr,dteday,atemp,season,weathersit,weekday,hum,mnth,windspeed,holiday,registered
1,1,1,489,0.5758,2,1,5,0.78,5,0.12284001410603033,0,33
2,1,1,489,0.5455,2,1,5,0.83,5,0.15786998942047725,0,11
3,1,1,489,0.5303,2,1,5,0.88,5,0.2631950158692841,0,14
4,1,1,489,0.5303,2,1,5,0.88,5,0.22804749030210414,0,4
5,1,1,489,0.5303,2,1,5,0.88,5,0.22804749030210414,0,24
6,1,1,489,0.5152,2,1,5,0.94,5,0.12284001410603033,0,127
7,1,1,489,0.5303,2,1,5,0.88,5,0.0,0,347
8,1,1,489,0.5303,2,1,5,0.88,5,0.0,0,584
9,1,1,489,0.5758,2,1,5,0.78,5,0.0,0,262
10,1,1,489,0.5909,2,2,5,0.73,5,0.15786998942047725,0,154
11,1,1,489,0.6515,2,2,5,0.61,5,0.0,0,181
12,1,1,489,0.5909,2,3,5,0.78,5,0.42106500528976143,0,125
13,1,1,489,0.6061,2,2,5,0.73,5,0.0,0,207
14,1,1,489,0.6212,2,2,5,0.74,5,0.33337251675091106,0,159
15,1,1,489,0.6818,2,2,5,0.62,5,0.12284001410603033,0,240
16,1,1,489,0.6818,2,1,5,0.48,5,0.19301751498765723,0,358
17,1,1,489,0.6515,2,1,5,0.54,5,0.5439050193957917,0,547
18,1,1,489,0.6515,2,1,5,0.54,5,0.5439050193957917,0,564
19,1,1,489,0.6515,2,1,5,0.51,5,0.15786998942047725,0,388
20,1,1,489,0.6364,2,1,5,0.51,5,0.12284001410603033,0,255
21,1,1,489,0.6061,2,1,5,0.69,5,0.22804749030210414,0,186
22,1,1,489,0.5606,2,1,5,0.83,5,0.15786998942047725,0,182
23,1,1,489,0.5606,2,1,5,0.83,5,0.10532502644880687,0,205
0,0,1,490,0.5606,2,1,6,0.83,5,0.0,0,111
1,0,1,490,0.5606,2,1,6,0.83,5,0.0,0,79
2,0,1,490,0.5455,2,1,6,0.88,5,0.0,0,51
3,0,1,490,0.5455,2,1,6,0.83,5,0.0,0,21
4,0,1,490,0.5303,2,1,6,0.88,5,0.12284001410603033,0,9
5,0,1,490,0.5303,2,1,6,0.88,5,0.10532502644880687,0,14
6,0,1,490,0.5152,2,2,6,0.94,5,0.0,0,33
7,0,1,490,0.5303,2,1,6,0.88,5,0.0,0,79
8,0,1,490,0.5455,2,1,6,0.83,5,0.10532502644880687,0,155
9,0,1,490,0.5909,2,1,6,0.78,5,0.12284001410603033,0,223
10,0,1,490,0.6212,2,1,6,0.65,5,0.15786998942047725,0,284
11,0,1,490,0.6515,2,1,6,0.58,5,0.10532502644880687,0,354
12,0,1,490,0.6667,2,1,6,0.58,5,0.12284001410603033,0,330
13,0,1,490,0.6818,2,1,6,0.55,5,0.15786998942047725,0,307
14,0,1,490,0.6515,2,3,6,0.61,5,0.3508875044081345,0,241
15,0,1,490,0.6212,2,3,6,0.74,5,0.22804749030210414,0,300
16,0,1,490,0.6364,2,2,6,0.65,5,0.45621253085694136,0,310
17,0,1,490,0.6364,2,2,6,0.65,5,0.3508875044081345,0,298
18,0,1,490,0.6212,2,2,6,0.69,5,0.42106500528976143,0,278
19,0,1,490,0.5909,2,2,6,0.73,5,0.38603502997531447,0,254
20,0,1,490,0.5758,2,1,6,0.78,5,0.298224991183731,0,209
21,0,1,490,0.5455,2,2,6,0.78,5,0.2631950158692841,0,183
22,0,1,490,0.5455,2,2,6,0.78,5,0.22804749030210414,0,150
23,0,1,490,0.5303,2,2,6,0.83,5,0.33337251675091106,0,114
0,0,1,491,0.5303,2,2,0,0.83,5,0.15786998942047725,0,111
1,0,1,491,0.5152,2,2,0,0.83,5,0.2631950158692841,0,84
2,0,1,491,0.5152,2,2,0,0.83,5,0.33337251675091106,0,64
3,0,1,491,0.5152,2,2,0,0.83,5,0.22804749030210414,0,19
4,0,1,491,0.5,2,3,0,0.83,5,0.19301751498765723,0,7
5,0,1,491,0.5,2,3,0,0.83,5,0.19301751498765723,0,10
6,0,1,491,0.5,2,3,0,0.83,5,0.2631950158692841,0,14
7,0,1,491,0.5,2,3,0,0.83,5,0.19301751498765723,0,31
8,0,1,491,0.4848,2,2,0,0.88,5,0.15786998942047725,0,91
9,0,1,491,0.5,2,2,0,0.83,5,0.19301751498765723,0,128
10,0,1,491,0.5152,2,2,0,0.77,5,0.12284001410603033,0,221
11,0,1,491,0.5303,2,1,0,0.73,5,0.12284001410603033,0,270
12,0,1,491,0.6061,2,2,0,0.64,5,0.10532502644880687,0,351
13,0,1,491,0.6061,2,2,0,0.64,5,0.0,0,368
14,0,1,491,0.6061,2,2,0,0.64,5,0.12284001410603033,0,292
15,0,1,491,0.6061,2,2,0,0.61,5,0.12284001410603033,0,342
16,0,1,491,0.6061,2,2,0,0.61,5,0.0,0,363
17,0,1,491,0.6061,2,2,0,0.65,5,0.15786998942047725,0,316
18,0,1,491,0.6061,2,2,0,0.61,5,0.22804749030210414,0,332
19,0,1,491,0.6061,2,2,0,0.64,5,0.19301751498765723,0,266
20,0,1,491,0.6061,2,1,0,0.64,5,0.22804749030210414,0,203
21,0,1,491,0.5303,2,1,0,0.73,5,0.22804749030210414,0,148
22,0,1,491,0.5303,2,1,0,0.73,5,0.19301751498765723,0,113
23,0,1,491,0.5,2,1,0,0.77,5,0.22804749030210414,0,80
0,1,1,492,0.5,2,2,1,0.77,5,0.15786998942047725,0,21
1,1,1,492,0.5,2,2,1,0.77,5,0.22804749030210414,0,8
2,1,1,492,0.4848,2,1,1,0.77,5,0.22804749030210414,0,5
3,1,1,492,0.4848,2,1,1,0.77,5,0.22804749030210414,0,3
4,1,1,492,0.4545,2,2,1,0.88,5,0.15786998942047725,0,2
5,1,1,492,0.4545,2,1,1,0.88,5,0.12284001410603033,0,21
6,1,1,492,0.4545,2,1,1,0.88,5,0.12284001410603033,0,134
7,1,1,492,0.4697,2,2,1,0.82,5,0.12284001410603033,0,367
8,1,1,492,0.4848,2,2,1,0.82,5,0.22804749030210414,0,608
9,1,1,492,0.4848,2,2,1,0.82,5,0.2631950158692841,0,289
10,1,1,492,0.5,2,2,1,0.77,5,0.22804749030210414,0,128
11,1,1,492,0.5152,2,2,1,0.73,5,0.22804749030210414,0,149
12,1,1,492,0.5303,2,2,1,0.68,5,0.2631950158692841,0,189
13,1,1,492,0.6212,2,2,1,0.53,5,0.38603502997531447,0,197
14,1,1,492,0.6212,2,2,1,0.5,5,0.42106500528976143,0,180
15,1,1,492,0.6212,2,2,1,0.53,5,0.3508875044081345,0,186
16,1,1,492,0.6212,2,2,1,0.53,5,0.45621253085694136,0,320
17,1,1,492,0.6212,2,2,1,0.53,5,0.38603502997531447,0,667
18,1,1,492,0.6212,2,2,1,0.53,5,0.42106500528976143,0,602
19,1,1,492,0.5455,2,1,1,0.56,5,0.38603502997531447,0,463
20,1,1,492,0.5152,2,1,1,0.52,5,0.33337251675091106,0,277
21,1,1,492,0.5152,2,2,1,0.45,5,0.2631950158692841,0,210
22,1,1,492,0.5152,2,2,1,0.45,5,0.298224991183731,0,147
23,1,1,492,0.5152,2,2,1,0.45,5,0.22804749030210414,0,92
0,1,1,493,0.5,2,2,2,0.52,5,0.298224991183731,0,28
1,1,1,493,0.5,2,2,2,0.59,5,0.2631950158692841,0,3
2,1,1,493,0.5,2,2,2,0.63,5,0.3508875044081345,0,7
3,1,1,493,0.5,2,2,2,0.68,5,0.33337251675091106,0,4
4,1,1,493,0.5,2,2,2,0.68,5,0.38603502997531447,0,5
5,1,1,493,0.5,2,2,2,0.72,5,0.33337251675091106,0,20
6,1,1,493,0.4848,2,1,2,0.77,5,0.3508875044081345,0,158
7,1,1,493,0.5,2,1,2,0.72,5,0.33337251675091106,0,442
8,1,1,493,0.5152,2,2,2,0.73,5,0.3508875044081345,0,605
9,1,1,493,0.5303,2,2,2,0.68,5,0.42106500528976143,0,258
10,1,1,493,0.5455,2,2,2,0.68,5,0.49124250617138826,0,111
11,1,1,493,0.6061,2,2,2,0.64,5,0.45621253085694136,0,157
12,1,1,493,0.6061,2,2,2,0.65,5,0.38603502997531447,0,203
13,1,1,493,0.6061,2,3,2,0.65,5,0.298224991183731,0,166
14,1,1,493,0.6061,2,3,2,0.69,5,0.38603502997531447,0,63
15,1,1,493,0.5909,2,3,2,0.73,5,0.298224991183731,0,94
16,1,1,493,0.6061,2,3,2,0.73,5,0.2631950158692841,0,335
17,1,1,493,0.6061,2,2,2,0.69,5,0.33337251675091106,0,640
18,1,1,493,0.6061,2,2,2,0.69,5,0.33337251675091106,0,641
19,1,1,493,0.6061,2,2,2,0.69,5,0.33337251675091106,0,399
20,1,1,493,0.6061,2,2,2,0.69,5,0.33337251675091106,0,262
21,1,1,493,0.6061,2,2,2,0.65,5,0.33337251675091106,0,202
22,1,1,493,0.5758,2,3,2,0.78,5,0.298224991183731,0,134
23,1,1,493,0.5758,2,3,2,0.78,5,0.38603502997531447,0,53
0,1,1,494,0.5455,2,2,3,0.83,5,0.22804749030210414,0,27
1,1,1,494,0.5758,2,2,3,0.78,5,0.298224991183731,0,11
2,1,1,494,0.5303,2,3,3,0.88,5,0.5263900317385682,0,1
3,1,1,494,0.5303,2,3,3,0.88,5,0.19301751498765723,0,2
4,1,1,494,0.5303,2,3,3,0.88,5,0.2631950158692841,0,5
5,1,1,494,0.5303,2,2,3,0.88,5,0.15786998942047725,0,27
6,1,1,494,0.5303,2,2,3,0.88,5,0.12284001410603033,0,121
7,1,1,494,0.5303,2,2,3,0.94,5,0.22804749030210414,0,401
8,1,1,494,0.5606,2,2,3,0.83,5,0.15786998942047725,0,594
9,1,1,494,0.5606,2,2,3,0.83,5,0.0,0,285
10,1,1,494,0.6061,2,2,3,0.65,5,0.298224991183731,0,113
11,1,1,494,0.6212,2,2,3,0.59,5,0.3508875044081345,0,156
12,1,1,494,0.6212,2,2,3,0.57,5,0.2631950158692841,0,222
13,1,1,494,0.6212,2,2,3,0.53,5,0.298224991183731,0,216
14,1,1,494,0.6212,2,2,3,0.53,5,0.298224991183731,0,175
15,1,1,494,0.6212,2,2,3,0.53,5,0.12284001410603033,0,191
16,1,1,494,0.6212,2,2,3,0.5,5,0.22804749030210414,0,289
17,1,1,494,0.6212,2,2,3,0.53,5,0.15786998942047725,0,629
18,1,1,494,0.5,2,3,3,0.77,5,0.6842600211590455,0,349
19,1,1,494,0.4848,2,3,3,0.77,5,0.42106500528976143,0,96
20,1,1,494,0.4848,2,3,3,0.82,5,0.2631950158692841,0,48
21,1,1,494,0.4848,2,3,3,0.82,5,0.19301751498765723,0,30
22,1,1,494,0.4697,2,3,3,0.82,5,0.12284001410603033,0,62
23,1,1,494,0.4697,2,3,3,0.82,5,0.22804749030210414,0,47
0,1,1,495,0.4848,2,3,4,0.77,5,0.19301751498765723,0,31
1,1,1,495,0.4697,2,2,4,0.88,5,0.15786998942047725,0,9
2,1,1,495,0.4697,2,2,4,0.88,5,0.12284001410603033,0,3
3,1,1,495,0.4545,2,1,4,0.88,5,0.2631950158692841,0,3
4,1,1,495,0.4545,2,1,4,0.77,5,0.22804749030210414,0,2
5,1,1,495,0.4545,2,1,4,0.72,5,0.3508875044081345,0,23
6,1,1,495,0.4394,2,1,4,0.72,5,0.2631950158692841,0,130
7,1,1,495,0.4394,2,1,4,0.72,5,0.3508875044081345,0,393
8,1,1,495,0.4545,2,1,4,0.67,5,0.42106500528976143,0,603
9,1,1,495,0.4848,2,1,4,0.59,5,0.5439050193957917,0,299
10,1,1,495,0.4848,2,1,4,0.51,5,0.49124250617138826,0,112
11,1,1,495,0.5,2,1,4,0.48,5,0.6140825202774186,0,179
12,1,1,495,0.5,2,1,4,0.48,5,0.49124250617138826,0,207
13,1,1,495,0.5152,2,1,4,0.39,5,0.5263900317385682,0,228
14,1,1,495,0.5303,2,1,4,0.37,5,0.49124250617138826,0,186
15,1,1,495,0.5152,2,1,4,0.37,5,0.45621253085694136,0,192
16,1,1,495,0.5455,2,1,4,0.3,5,0.5439050193957917,0,334
17,1,1,495,0.6212,2,1,4,0.31,5,0.45621253085694136,0,648
18,1,1,495,0.5303,2,1,4,0.35,5,0.6140825202774186,0,661
19,1,1,495,0.5152,2,1,4,0.37,5,0.42106500528976143,0,469
20,1,1,495,0.5,2,1,4,0.4,5,0.38603502997531447,0,315
21,1,1,495,0.4848,2,1,4,0.42,5,0.22804749030210414,0,211
22,1,1,495,0.4848,2,1,4,0.42,5,0.12284001410603033,0,196
23,1,1,495,0.4697,2,1,4,0.48,5,0.12284001410603033,0,112
0,1,1,496,0.4545,2,1,5,0.55,5,0.12284001410603033,0,47
1,1,1,496,0.4545,2,1,5,0.51,5,0.15786998942047725,0,32
2,1,1,496,0.4545,2,1,5,0.44,5,0.19301751498765723,0,16
3,1,1,496,0.4545,2,1,5,0.41,5,0.33337251675091106,0,8
4,1,1,496,0.4242,2,1,5,0.5,5,0.22804749030210414,0,6
5,1,1,496,0.4242,2,1,5,0.47,5,0.19301751498765723,0,23
6,1,1,496,0.4242,2,1,5,0.5,5,0.298224991183731,0,128
7,1,1,496,0.4242,2,1,5,0.5,5,0.298224991183731,0,345
8,1,1,496,0.4545,2,1,5,0.44,5,0.298224991183731,0,579
9,1,1,496,0.4697,2,1,5,0.41,5,0.3508875044081345,0,288
10,1,1,496,0.5,2,1,5,0.36,5,0.38603502997531447,0,141
11,1,1,496,0.5303,2,1,5,0.35,5,0.298224991183731,0,203
12,1,1,496,0.5303,2,1,5,0.28,5,0.49124250617138826,0,259
13,1,1,496,0.6061,2,1,5,0.26,5,0.45621253085694136,0,263
14,1,1,496,0.6061,2,1,5,0.23,5,0.2631950158692841,0,218
15,1,1,496,0.6061,2,1,5,0.25,5,0.22804749030210414,0,299
16,1,1,496,0.6061,2,1,5,0.25,5,0.38603502997531447,0,397
17,1,1,496,0.6061,2,1,5,0.23,5,0.298224991183731,0,677
18,1,1,496,0.6061,2,1,5,0.23,5,0.33337251675091106,0,518
19,1,1,496,0.6061,2,1,5,0.23,5,0.298224991183731,0,430
20,1,1,496,0.6061,2,1,5,0.25,5,0.15786998942047725,0,277
21,1,1,496,0.6061,2,1,5,0.28,5,0.12284001410603033,0,225
22,1,1,496,0.5303,2,1,5,0.35,5,0.2631950158692841,0,190
23,1,1,496,0.5152,2,1,5,0.37,5,0.22804749030210414,0,142
0,0,1,497,0.5,2,1,6,0.42,5,0.19301751498765723,0,111
1,0,1,497,0.4848,2,1,6,0.48,5,0.0,0,79
2,0,1,497,0.4545,2,1,6,0.59,5,0.15786998942047725,0,46
3,0,1,497,0.4697,2,1,6,0.59,5,0.0,0,20
4,0,1,497,0.4394,2,1,6,0.67,5,0.12284001410603033,0,6
5,0,1,497,0.4242,2,1,6,0.67,5,0.15786998942047725,0,8
6,0,1,497,0.4242,2,1,6,0.67,5,0.10532502644880687,0,23
7,0,1,497,0.4242,2,1,6,0.71,5,0.15786998942047725,0,57
8,0,1,497,0.5,2,1,6,0.48,5,0.0,0,156
9,0,1,497,0.5152,2,1,6,0.49,5,0.0,0,248
10,0,1,497,0.5303,2,1,6,0.49,5,0.10532502644880687,0,279
11,0,1,497,0.6212,2,1,6,0.41,5,0.10532502644880687,0,365
12,0,1,497,0.6212,2,1,6,0.36,5,0.19301751498765723,0,353
13,0,1,497,0.6212,2,1,6,0.36,5,0.22804749030210414,0,366
14,0,1,497,0.6212,2,1,6,0.36,5,0.22804749030210414,0,358
15,0,1,497,0.6212,2,1,6,0.24,5,0.22804749030210414,0,321
16,0,1,497,0.6364,2,2,6,0.21,5,0.22804749030210414,0,337
17,0,1,497,0.6212,2,2,6,0.36,5,0.22804749030210414,0,343
18,0,1,497,0.6212,2,2,6,0.31,5,0.22804749030210414,0,382
19,0,1,497,0.6212,2,2,6,0.36,5,0.19301751498765723,0,273
20,0,1,497,0.6212,2,1,6,0.46,5,0.19301751498765723,0,174
21,0,1,497,0.6061,2,2,6,0.6,5,0.15786998942047725,0,156
22,0,1,497,0.5303,2,1,6,0.68,5,0.15786998942047725,0,212
23,0,1,497,0.5455,2,1,6,0.56,5,0.10532502644880687,0,134
0,0,1,498,0.5303,2,1,0,0.64,5,0.19301751498765723,0,79
1,0,1,498,0.5152,2,2,0,0.68,5,0.15786998942047725,0,72
2,0,1,498,0.5152,2,2,0,0.68,5,0.19301751498765723,0,60
3,0,1,498,0.5152,2,2,0,0.64,5,0.15786998942047725,0,26
4,0,1,498,0.5152,2,2,0,0.68,5,0.22804749030210414,0,7
5,0,1,498,0.5,2,1,0,0.72,5,0.22804749030210414,0,8
6,0,1,498,0.5,2,1,0,0.68,5,0.19301751498765723,0,15
7,0,1,498,0.5,2,1,0,0.68,5,0.19301751498765723,0,42
8,0,1,498,0.5303,2,1,0,0.64,5,0.19301751498765723,0,124
9,0,1,498,0.6212,2,1,0,0.56,5,0.15786998942047725,0,143
10,0,1,498,0.6061,2,1,0,0.6,5,0.298224991183731,0,222
11,0,1,498,0.6212,2,1,0,0.57,5,0.298224991183731,0,278
12,0,1,498,0.6212,2,1,0,0.57,5,0.2631950158692841,0,342
13,0,1,498,0.6364,2,1,0,0.54,5,0.298224991183731,0,347
14,0,1,498,0.6515,2,1,0,0.48,5,0.15786998942047725,0,324
15,0,1,498,0.6515,2,1,0,0.45,5,0.42106500528976143,0,309
16,0,1,498,0.6515,2,1,0,0.42,5,0.298224991183731,0,339
17,0,1,498,0.6364,2,1,0,0.45,5,0.49124250617138826,0,287
18,0,1,498,0.6364,2,2,0,0.44,5,0.42106500528976143,0,260
19,0,1,498,0.6212,2,2,0,0.5,5,0.49124250617138826,0,232
20,0,1,498,0.6212,2,2,0,0.5,5,0.33337251675091106,0,163
21,0,1,498,0.6212,2,2,0,0.53,5,0.22804749030210414,0,121
22,0,1,498,0.6061,2,2,0,0.61,5,0.19301751498765723,0,89
23,0,1,498,0.6212,2,2,0,0.57,5,0.2631950158692841,0,57
0,1,1,499,0.6212,2,2,1,0.56,5,0.298224991183731,0,14
1,1,1,499,0.6061,2,2,1,0.6,5,0.33337251675091106,0,6
2,1,1,499,0.6061,2,1,1,0.6,5,0.3508875044081345,0,1
3,1,1,499,0.5455,2,2,1,0.68,5,0.38603502997531447,0,2
4,1,1,499,0.5152,2,2,1,0.77,5,0.2631950158692841,0,3
5,1,1,499,0.5152,2,2,1,0.77,5,0.19301751498765723,0,25
6,1,1,499,0.5,2,3,1,0.94,5,0.3508875044081345,0,62
7,1,1,499,0.5,2,3,1,0.94,5,0.22804749030210414,0,72
8,1,1,499,0.5152,2,3,1,0.88,5,0.2631950158692841,0,155
9,1,1,499,0.5152,2,3,1,0.88,5,0.33337251675091106,0,105
10,1,1,499,0.5152,2,3,1,0.88,5,0.298224991183731,0,53
11,1,1,499,0.5303,2,2,1,0.83,5,0.2631950158692841,0,67
12,1,1,499,0.5303,2,2,1,0.88,5,0.33337251675091106,0,132
13,1,1,499,0.5909,2,2,1,0.73,5,0.2631950158692841,0,143
14,1,1,499,0.5909,2,2,1,0.73,5,0.298224991183731,0,128
15,1,1,499,0.5909,2,2,1,0.73,5,0.19301751498765723,0,156
16,1,1,499,0.6061,2,3,1,0.69,5,0.33337251675091106,0,91
17,1,1,499,0.5303,2,3,1,0.88,5,0.298224991183731,0,204
18,1,1,499,0.5455,2,2,1,0.83,5,0.0,0,283
19,1,1,499,0.5455,2,3,1,0.88,5,0.15786998942047725,0,294
20,1,1,499,0.5455,2,2,1,0.88,5,0.22804749030210414,0,178
21,1,1,499,0.5455,2,2,1,0.83,5,0.10532502644880687,0,145
22,1,1,499,0.5455,2,2,1,0.78,5,0.10532502644880687,0,118
23,1,1,499,0.5455,2,2,1,0.78,5,0.12284001410603033,0,64
0,1,1,500,0.5303,2,2,2,0.88,5,0.15786998942047725,0,25
1,1,1,500,0.5303,2,3,2,0.88,5,0.15786998942047725,0,14
2,1,1,500,0.5303,2,2,2,0.88,5,0.15786998942047725,0,3
3,1,1,500,0.5455,2,3,2,0.83,5,0.15786998942047725,0,5
4,1,1,500,0.5303,2,3,2,0.94,5,0.0,0,4
5,1,1,500,0.5303,2,3,2,0.94,5,0.2631950158692841,0,8
6,1,1,500,0.5303,2,3,2,0.94,5,0.2631950158692841,0,22
7,1,1,500,0.5303,2,3,2,0.94,5,0.15786998942047725,0,91
8,1,1,500,0.5455,2,2,2,0.88,5,0.10532502644880687,0,401
9,1,1,500,0.5455,2,2,2,0.88,5,0.10532502644880687,0,327
10,1,1,500,0.5909,2,1,2,0.78,5,0.12284001410603033,0,144
11,1,1,500,0.5909,2,1,2,0.78,5,0.22804749030210414,0,186
12,1,1,500,0.6061,2,1,2,0.73,5,0.22804749030210414,0,220
13,1,1,500,0.6061,2,3,2,0.73,5,0.22804749030210414,0,204
14,1,1,500,0.6061,2,2,2,0.73,5,0.22804749030210414,0,145
15,1,1,500,0.6515,2,2,2,0.61,5,0.10532502644880687,0,205
16,1,1,500,0.6364,2,1,2,0.65,5,0.19301751498765723,0,300
17,1,1,500,0.6364,2,1,2,0.65,5,0.12284001410603033,0,603
18,1,1,500,0.6515,2,1,2,0.61,5,0.10532502644880687,0,665
19,1,1,500,0.6212,2,1,2,0.69,5,0.19301751498765723,0,455
20,1,1,500,0.6061,2,3,2,0.73,5,0.15786998942047725,0,233
21,1,1,500,0.6061,2,3,2,0.73,5,0.33337251675091106,0,98
22,1,1,500,0.5455,2,1,2,0.78,5,0.2631950158692841,0,74
23,1,1,500,0.5303,2,3,2,0.88,5,0.12284001410603033,0,58
0,1,1,501,0.5455,2,2,3,0.88,5,0.0,0,27
1,1,1,501,0.5455,2,2,3,0.88,5,0.15786998942047725,0,14
2,1,1,501,0.5303,2,1,3,0.94,5,0.22804749030210414,0,14
3,1,1,501,0.5303,2,1,3,0.88,5,0.12284001410603033,0,5
4,1,1,501,0.5152,2,1,3,0.94,5,0.15786998942047725,0,3
5,1,1,501,0.5152,2,1,3,0.94,5,0.12284001410603033,0,34
6,1,1,501,0.5152,2,1,3,0.94,5,0.10532502644880687,0,150
7,1,1,501,0.5303,2,1,3,0.83,5,0.0,0,426
8,1,1,501,0.5455,2,1,3,0.83,5,0.0,0,617
9,1,1,501,0.5758,2,2,3,0.78,5,0.15786998942047725,0,314
10,1,1,501,0.6212,2,1,3,0.61,5,0.0,0,149
11,1,1,501,0.6515,2,1,3,0.54,5,0.15786998942047725,0,212
12,1,1,501,0.6515,2,1,3,0.54,5,0.22804749030210414,0,271
13,1,1,501,0.6515,2,1,3,0.42,5,0.0,0,273
14,1,1,501,0.6515,2,1,3,0.42,5,0.10532502644880687,0,221
15,1,1,501,0.6667,2,2,3,0.48,5,0.12284001410603033,0,222
16,1,1,501,0.6515,2,1,3,0.45,5,0.12284001410603033,0,376
17,1,1,501,0.6667,2,1,3,0.51,5,0.22804749030210414,0,769
18,1,1,501,0.6667,2,1,3,0.51,5,0.2631950158692841,0,749
19,1,1,501,0.6515,2,1,3,0.54,5,0.33337251675091106,0,499
20,1,1,501,0.6212,2,1,3,0.65,5,0.298224991183731,0,398
21,1,1,501,0.6061,2,1,3,0.73,5,0.22804749030210414,0,330
22,1,1,501,0.6061,2,1,3,0.73,5,0.19301751498765723,0,253
23,1,1,501,0.5909,2,1,3,0.78,5,0.12284001410603033,0,107
0,1,1,502,0.5758,2,1,4,0.78,5,0.15786998942047725,0,49
1,1,1,502,0.5606,2,1,4,0.83,5,0.19301751498765723,0,16
2,1,1,502,0.5758,2,1,4,0.78,5,0.19301751498765723,0,8
3,1,1,502,0.5909,2,1,4,0.73,5,0.298224991183731,0,3
4,1,1,502,0.6061,2,1,4,0.64,5,0.38603502997531447,0,13
5,1,1,502,0.5303,2,1,4,0.68,5,0.38603502997531447,0,34
6,1,1,502,0.5152,2,1,4,0.73,5,0.42106500528976143,0,149
7,1,1,502,0.5152,2,1,4,0.73,5,0.45621253085694136,0,449
8,1,1,502,0.5,2,1,4,0.55,5,0.5263900317385682,0,605
9,1,1,502,0.5152,2,1,4,0.52,5,0.49124250617138826,0,289
10,1,1,502,0.5303,2,1,4,0.52,5,0.298224991183731,0,162
11,1,1,502,0.5455,2,1,4,0.49,5,0.2631950158692841,0,202
12,1,1,502,0.6212,2,1,4,0.43,5,0.22804749030210414,0,276
13,1,1,502,0.6212,2,1,4,0.41,5,0.22804749030210414,0,241
14,1,1,502,0.6212,2,1,4,0.38,5,0.22804749030210414,0,202
15,1,1,502,0.6212,2,1,4,0.36,5,0.298224991183731,0,233
16,1,1,502,0.6212,2,1,4,0.31,5,0.22804749030210414,0,344
17,1,1,502,0.6212,2,1,4,0.31,5,0.15786998942047725,0,719
18,1,1,502,0.6212,2,1,4,0.27,5,0.19301751498765723,0,734
19,1,1,502,0.6212,2,1,4,0.31,5,0.22804749030210414,0,451
20,1,1,502,0.6212,2,1,4,0.4,5,0.22804749030210414,0,363
21,1,1,502,0.5455,2,1,4,0.4,5,0.12284001410603033,0,254
22,1,1,502,0.5303,2,1,4,0.43,5,0.10532502644880687,0,209
23,1,1,502,0.5152,2,1,4,0.49,5,0.15786998942047725,0,137
0,1,1,503,0.5,2,1,5,0.59,5,0.12284001410603033,0,57
1,1,1,503,0.4848,2,1,5,0.59,5,0.10532502644880687,0,33
2,1,1,503,0.4697,2,1,5,0.67,5,0.15786998942047725,0,9
3,1,1,503,0.4545,2,1,5,0.72,5,0.10532502644880687,0,8
4,1,1,503,0.4545,2,1,5,0.77,5,0.19301751498765723,0,11
5,1,1,503,0.4545,2,1,5,0.77,5,0.12284001410603033,0,33
6,1,1,503,0.4394,2,1,5,0.77,5,0.15786998942047725,0,168
7,1,1,503,0.4545,2,1,5,0.82,5,0.12284001410603033,0,475
8,1,1,503,0.5,2,1,5,0.59,5,0.15786998942047725,0,696
9,1,1,503,0.5303,2,1,5,0.56,5,0.12284001410603033,0,304
10,1,1,503,0.6212,2,1,5,0.46,5,0.15786998942047725,0,181
11,1,1,503,0.6212,2,1,5,0.43,5,0.0,0,225
12,1,1,503,0.6212,2,1,5,0.41,5,0.22804749030210414,0,252
13,1,1,503,0.6212,2,1,5,0.36,5,0.19301751498765723,0,297
14,1,1,503,0.6212,2,1,5,0.34,5,0.15786998942047725,0,242
15,1,1,503,0.6212,2,1,5,0.36,5,0.22804749030210414,0,260
16,1,1,503,0.6212,2,1,5,0.34,5,0.298224991183731,0,417
17,1,1,503,0.6212,2,1,5,0.34,5,0.15786998942047725,0,688
18,1,1,503,0.6212,2,1,5,0.38,5,0.2631950158692841,0,570
19,1,1,503,0.6212,2,1,5,0.41,5,0.22804749030210414,0,392
20,1,1,503,0.6212,2,1,5,0.41,5,0.19301751498765723,0,264
21,1,1,503,0.6212,2,1,5,0.4,5,0.0,0,209
22,1,1,503,0.5303,2,1,5,0.52,5,0.38603502997531447,0,194
23,1,1,503,0.5,2,1,5,0.55,5,0.0,0,133
0,0,1,504,0.5,2,1,6,0.48,5,0.12284001410603033,0,118
1,0,1,504,0.4848,2,1,6,0.48,5,0.0,0,84
2,0,1,504,0.4848,2,1,6,0.51,5,0.12284001410603033,0,56
3,0,1,504,0.4848,2,1,6,0.48,5,0.12284001410603033,0,23
4,0,1,504,0.4697,2,1,6,0.59,5,0.10532502644880687,0,8
5,0,1,504,0.4545,2,1,6,0.67,5,0.0,0,11
6,0,1,504,0.4394,2,1,6,0.72,5,0.10532502644880687,0,38
7,0,1,504,0.4545,2,1,6,0.67,5,0.12284001410603033,0,67
8,0,1,504,0.5,2,1,6,0.52,5,0.19301751498765723,0,162
9,0,1,504,0.5303,2,1,6,0.43,5,0.19301751498765723,0,213
10,0,1,504,0.5303,2,1,6,0.43,5,0.0,0,275
11,0,1,504,0.6212,2,1,6,0.38,5,0.10532502644880687,0,351
12,0,1,504,0.6212,2,1,6,0.36,5,0.0,0,366
13,0,1,504,0.6364,2,1,6,0.37,5,0.15786998942047725,0,372
